"TIME","GEO","UNIT","NA_ITEM","Value"
"2015","Bulgaria","Current prices, PPS per capita","Individual consumption expenditure of general government","1,100"
"2015","Bulgaria","Current prices, PPS per capita","Collective consumption expenditure of general government","1,100"
"2015","Bulgaria","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","5,700"
"2015","Bulgaria","Chain linked volumes (2010), euro per capita","Final consumption expenditure","4,600"
"2015","Bulgaria","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","900"
"2015","Bulgaria","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","400"
"2015","Bulgaria","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","500"
"2015","Bulgaria","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","110.9"
"2015","Bulgaria","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","111.3"
"2015","Bulgaria","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","105.1"
"2015","Bulgaria","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","103.3"
"2015","Bulgaria","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","107.0"
"2015","Czech Republic","Current prices, euro per capita","Gross domestic product at market prices","15,800"
"2015","Czech Republic","Current prices, euro per capita","Final consumption expenditure","10,500"
"2015","Czech Republic","Current prices, euro per capita","Final consumption expenditure of general government","3,100"
"2015","Czech Republic","Current prices, euro per capita","Individual consumption expenditure of general government","1,600"
"2015","Czech Republic","Current prices, euro per capita","Collective consumption expenditure of general government","1,500"
"2015","Czech Republic","Current prices, units of national currency per capita","Gross domestic product at market prices","432,000"
"2015","Czech Republic","Current prices, units of national currency per capita","Final consumption expenditure","287,300"
"2015","Czech Republic","Current prices, units of national currency per capita","Final consumption expenditure of general government","84,400"
"2015","Czech Republic","Current prices, units of national currency per capita","Individual consumption expenditure of general government","44,600"
"2015","Czech Republic","Current prices, units of national currency per capita","Collective consumption expenditure of general government","39,800"
"2015","Czech Republic","Current prices, PPS per capita","Gross domestic product at market prices","25,200"
"2015","Czech Republic","Current prices, PPS per capita","Final consumption expenditure","16,800"
"2015","Czech Republic","Current prices, PPS per capita","Final consumption expenditure of general government","4,900"
"2015","Czech Republic","Current prices, PPS per capita","Individual consumption expenditure of general government","2,600"
"2015","Czech Republic","Current prices, PPS per capita","Collective consumption expenditure of general government","2,300"
"2015","Czech Republic","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","16,000"
"2015","Czech Republic","Chain linked volumes (2010), euro per capita","Final consumption expenditure","10,700"
"2015","Czech Republic","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","3,100"
"2015","Czech Republic","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","1,600"
"2015","Czech Republic","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","1,500"
"2015","Czech Republic","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","107.9"
"2015","Czech Republic","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","103.2"
"2015","Czech Republic","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","101.0"
"2015","Czech Republic","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","103.6"
"2015","Czech Republic","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","98.3"
"2015","Denmark","Current prices, euro per capita","Gross domestic product at market prices","47,800"
"2015","Denmark","Current prices, euro per capita","Final consumption expenditure","34,800"
"2015","Denmark","Current prices, euro per capita","Final consumption expenditure of general government","12,300"
"2015","Denmark","Current prices, euro per capita","Individual consumption expenditure of general government","8,700"
"2015","Denmark","Current prices, euro per capita","Collective consumption expenditure of general government","3,600"
"2015","Denmark","Current prices, units of national currency per capita","Gross domestic product at market prices","356,800"
"2015","Denmark","Current prices, units of national currency per capita","Final consumption expenditure","259,900"
"2015","Denmark","Current prices, units of national currency per capita","Final consumption expenditure of general government","91,700"
"2015","Denmark","Current prices, units of national currency per capita","Individual consumption expenditure of general government","65,200"
"2015","Denmark","Current prices, units of national currency per capita","Collective consumption expenditure of general government","26,500"
"2015","Denmark","Current prices, PPS per capita","Gross domestic product at market prices","36,600"
"2015","Denmark","Current prices, PPS per capita","Final consumption expenditure","26,600"
"2015","Denmark","Current prices, PPS per capita","Final consumption expenditure of general government","9,400"
"2015","Denmark","Current prices, PPS per capita","Individual consumption expenditure of general government","6,700"
"2015","Denmark","Current prices, PPS per capita","Collective consumption expenditure of general government","2,700"
"2015","Denmark","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","45,300"
"2015","Denmark","Chain linked volumes (2010), euro per capita","Final consumption expenditure","33,000"
"2015","Denmark","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","11,900"
