"TIME","GEO","SEX","AGE","UNIT","REASON","Value","Flag and Footnotes"
"2015","Croatia","Females","From 20 to 29 years","Percentage","In education or training","28.2","u"
"2015","Croatia","Females","From 20 to 29 years","Percentage","Other","38.7","u"
"2015","Croatia","Females","From 25 to 29 years","Percentage","Could not find a full-time job","26.0","u"
"2015","Croatia","Females","From 25 to 29 years","Percentage","Own illness or disability",":","c"
"2015","Croatia","Females","From 25 to 29 years","Percentage","Other family or personal responsabilities",":","c"
"2015","Croatia","Females","From 25 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Females","From 25 to 29 years","Percentage","In education or training",":","c"
"2015","Croatia","Females","From 25 to 29 years","Percentage","Other","56.7","u"
"2015","Italy","Total","From 15 to 19 years","Percentage","Could not find a full-time job","81.1",""
"2015","Italy","Total","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2015","Italy","Total","From 15 to 19 years","Percentage","Other family or personal responsabilities",":",""
"2015","Italy","Total","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Italy","Total","From 15 to 19 years","Percentage","In education or training","14.4",""
"2015","Italy","Total","From 15 to 19 years","Percentage","Other",":","u"
"2015","Italy","Total","From 15 to 24 years","Percentage","Could not find a full-time job","83.7",""
"2015","Italy","Total","From 15 to 24 years","Percentage","Own illness or disability",":","c"
"2015","Italy","Total","From 15 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2015","Italy","Total","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2015","Italy","Total","From 15 to 24 years","Percentage","In education or training","10.4",""
"2015","Italy","Total","From 15 to 24 years","Percentage","Other","5.1",""
"2015","Italy","Total","From 15 to 29 years","Percentage","Could not find a full-time job","82.2",""
"2015","Italy","Total","From 15 to 29 years","Percentage","Own illness or disability","0.3","u"
"2015","Italy","Total","From 15 to 29 years","Percentage","Other family or personal responsabilities","0.7",""
"2015","Italy","Total","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","3.3",""
"2015","Italy","Total","From 15 to 29 years","Percentage","In education or training","7.8",""
"2015","Italy","Total","From 15 to 29 years","Percentage","Other","5.7",""
"2015","Italy","Total","From 20 to 24 years","Percentage","Could not find a full-time job","83.9",""
"2015","Italy","Total","From 20 to 24 years","Percentage","Own illness or disability",":","c"
"2015","Italy","Total","From 20 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2015","Italy","Total","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2015","Italy","Total","From 20 to 24 years","Percentage","In education or training","10.0",""
"2015","Italy","Total","From 20 to 24 years","Percentage","Other","5.1",""
"2015","Italy","Total","From 20 to 29 years","Percentage","Could not find a full-time job","82.2",""
"2015","Italy","Total","From 20 to 29 years","Percentage","Own illness or disability","0.3","u"
"2015","Italy","Total","From 20 to 29 years","Percentage","Other family or personal responsabilities","0.7",""
"2015","Italy","Total","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","3.4",""
"2015","Italy","Total","From 20 to 29 years","Percentage","In education or training","7.6",""
"2015","Italy","Total","From 20 to 29 years","Percentage","Other","5.7",""
"2015","Italy","Total","From 25 to 29 years","Percentage","Could not find a full-time job","81.2",""
"2015","Italy","Total","From 25 to 29 years","Percentage","Own illness or disability","0.4","u"
"2015","Italy","Total","From 25 to 29 years","Percentage","Other family or personal responsabilities","1.1",""
"2015","Italy","Total","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","5.2",""
"2015","Italy","Total","From 25 to 29 years","Percentage","In education or training","6.1",""
"2015","Italy","Total","From 25 to 29 years","Percentage","Other","6.1",""
"2015","Italy","Males","From 15 to 19 years","Percentage","Could not find a full-time job","84.1",""
"2015","Italy","Males","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2015","Italy","Males","From 15 to 19 years","Percentage","Other family or personal responsabilities",":",""
"2015","Italy","Males","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Italy","Males","From 15 to 19 years","Percentage","In education or training","12.3","u"
"2015","Italy","Males","From 15 to 19 years","Percentage","Other",":","u"
"2015","Italy","Males","From 15 to 24 years","Percentage","Could not find a full-time job","82.9",""
"2015","Italy","Males","From 15 to 24 years","Percentage","Own illness or disability",":","c"
"2015","Italy","Males","From 15 to 24 years","Percentage","Other family or personal responsabilities",":","c"
"2015","Italy","Males","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Italy","Males","From 15 to 24 years","Percentage","In education or training","11.8",""
"2015","Italy","Males","From 15 to 24 years","Percentage","Other","5.0",""
"2015","Italy","Males","From 15 to 29 years","Percentage","Could not find a full-time job","85.3",""
"2015","Italy","Males","From 15 to 29 years","Percentage","Own illness or disability",":","u"
"2015","Italy","Males","From 15 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2015","Italy","Males","From 15 to 29 years","Percentage","Looking after children or incapacitated adults",":","c"
"2015","Italy","Males","From 15 to 29 years","Percentage","In education or training","9.0",""
"2015","Italy","Males","From 15 to 29 years","Percentage","Other","4.9",""
"2015","Italy","Males","From 20 to 24 years","Percentage","Could not find a full-time job","82.7",""
"2015","Italy","Males","From 20 to 24 years","Percentage","Own illness or disability",":","c"
"2015","Italy","Males","From 20 to 24 years","Percentage","Other family or personal responsabilities",":","c"
"2015","Italy","Males","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Italy","Males","From 20 to 24 years","Percentage","In education or training","11.8",""
"2015","Italy","Males","From 20 to 24 years","Percentage","Other","5.2",""
"2015","Italy","Males","From 20 to 29 years","Percentage","Could not find a full-time job","85.3",""
"2015","Italy","Males","From 20 to 29 years","Percentage","Own illness or disability",":","u"
"2015","Italy","Males","From 20 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2015","Italy","Males","From 20 to 29 years","Percentage","Looking after children or incapacitated adults",":","c"
"2015","Italy","Males","From 20 to 29 years","Percentage","In education or training","8.8",""
"2015","Italy","Males","From 20 to 29 years","Percentage","Other","5.0",""
"2015","Italy","Males","From 25 to 29 years","Percentage","Could not find a full-time job","87.3",""
"2015","Italy","Males","From 25 to 29 years","Percentage","Own illness or disability",":","u"
"2015","Italy","Males","From 25 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2015","Italy","Males","From 25 to 29 years","Percentage","Looking after children or incapacitated adults",":","c"
"2015","Italy","Males","From 25 to 29 years","Percentage","In education or training","6.5",""
"2015","Italy","Males","From 25 to 29 years","Percentage","Other","4.9",""
"2015","Italy","Females","From 15 to 19 years","Percentage","Could not find a full-time job","78.0",""
"2015","Italy","Females","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2015","Italy","Females","From 15 to 19 years","Percentage","Other family or personal responsabilities",":",""
"2015","Italy","Females","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Italy","Females","From 15 to 19 years","Percentage","In education or training","16.6","u"
"2015","Italy","Females","From 15 to 19 years","Percentage","Other",":","u"
"2015","Italy","Females","From 15 to 24 years","Percentage","Could not find a full-time job","84.3",""
"2015","Italy","Females","From 15 to 24 years","Percentage","Own illness or disability",":","c"
"2015","Italy","Females","From 15 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2015","Italy","Females","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2015","Italy","Females","From 15 to 24 years","Percentage","In education or training","9.4",""
"2015","Italy","Females","From 15 to 24 years","Percentage","Other","5.1",""
"2015","Italy","Females","From 15 to 29 years","Percentage","Could not find a full-time job","80.3",""
"2015","Italy","Females","From 15 to 29 years","Percentage","Own illness or disability",":","u"
"2015","Italy","Females","From 15 to 29 years","Percentage","Other family or personal responsabilities","0.9",""
"2015","Italy","Females","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","5.2",""
"2015","Italy","Females","From 15 to 29 years","Percentage","In education or training","7.1",""
"2015","Italy","Females","From 15 to 29 years","Percentage","Other","6.2",""
"2015","Italy","Females","From 20 to 24 years","Percentage","Could not find a full-time job","84.8",""
"2015","Italy","Females","From 20 to 24 years","Percentage","Own illness or disability",":","c"
"2015","Italy","Females","From 20 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2015","Italy","Females","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
